-0.0462768	-0.0844341	-0.122421	-0.148979	-0.157489	-0.147041	-0.12	-0.0719988	0.00396268	0.0917079	0.19221	0.309844	0.428751	0.539503	0.646183	0.747118	0.837234	0.904941	0.948351	0.98142	0.976081	0.929214	0.850006	0.751715	0.650655	0.546952	0.442771	0.344924	0.280065	0.252936	0.241047	0.233212	0.215464	0.193764	0.171697	0.184267	0.239066	0.329183	0.429373	0.523414	0.592615	0.60974	0.552009	0.426341	0.246428	0.0451801	-0.172181	-0.383506	-0.565488	-0.686249	-0.716949	-0.65509	-0.519937	-0.343397	-0.159148	0.00779122	0.147555	0.255705	0.342505	0.403167	0.443911	0.474944	0.491919	0.49555	0.486178	0.464517	0.423225	0.365659	0.294951	0.199491	0.0895654	-0.0271761	-0.156899	-0.289179	-0.413942	-0.529201	-0.636676	-0.737806	-0.820119	-0.881468	-0.936695	-0.980729	-1.00207	-1.01362	-1.03392	-1.07104	-1.11941	-1.15	-1.13047	-1.05442	-0.927804	-0.751375	-0.53517	-0.301043	-0.064883	0.155796	0.320496	0.381861	0.326329	0.183706	
-0.0090614	-0.00828791	-0.00424967	0.00997592	0.0374427	0.0774286	0.131603	0.200861	0.285953	0.378498	0.471411	0.569105	0.665416	0.747199	0.823658	0.893913	0.94945	0.976337	0.977827	0.960574	0.909775	0.820992	0.714678	0.604205	0.504876	0.41484	0.329812	0.2545	0.211809	0.201522	0.203528	0.202372	0.191567	0.171697	0.154586	0.170437	0.229651	0.323557	0.42559	0.523313	0.593923	0.613117	0.559039	0.436072	0.264767	0.0708907	-0.137077	-0.335688	-0.507738	-0.614645	-0.632364	-0.561391	-0.417854	-0.234983	-0.0515932	0.113479	0.249564	0.344084	0.41305	0.457035	0.481657	0.494008	0.487284	0.466042	0.432119	0.382061	0.310739	0.226419	0.130829	0.014192	-0.107631	-0.226711	-0.350941	-0.470892	-0.57865	-0.674593	-0.761391	-0.838752	-0.891701	-0.917609	-0.93187	-0.931771	-0.911929	-0.892113	-0.895044	-0.929869	-0.988998	-1.03953	-1.04539	-0.996298	-0.893576	-0.734885	-0.530076	-0.302365	-0.0693119	0.149884	0.313883	0.375696	0.321976	0.18167	
0.0404351	0.0875533	0.134037	0.189101	0.257049	0.334271	0.414763	0.501058	0.593386	0.676155	0.7558	0.835699	0.906921	0.963499	1.01068	1.04678	1.06047	1.04175	0.99224	0.930654	0.838091	0.724053	0.605412	0.497862	0.411195	0.339128	0.273282	0.217616	0.190894	0.194456	0.20297	0.208647	0.19945	0.184267	0.170437	0.192884	0.258627	0.357195	0.465218	0.565604	0.640144	0.661247	0.608017	0.489775	0.321398	0.134129	-0.0668423	-0.259593	-0.421773	-0.519716	-0.530341	-0.452282	-0.307515	-0.130735	0.0453346	0.197466	0.314972	0.395372	0.450522	0.475468	0.476814	0.463172	0.431575	0.383452	0.319638	0.242805	0.148158	0.0429803	-0.0668451	-0.187558	-0.305411	-0.415835	-0.526532	-0.628881	-0.717328	-0.792048	-0.853681	-0.899445	-0.913887	-0.897614	-0.869797	-0.831692	-0.783685	-0.749748	-0.752764	-0.799466	-0.878267	-0.952283	-0.983221	-0.958625	-0.876314	-0.731582	-0.534717	-0.310632	-0.0786801	0.140225	0.304159	0.367017	0.315947	0.178858	
0.0904147	0.191062	0.287473	0.385079	0.487944	0.586732	0.68156	0.774685	0.864635	0.945531	1.01521	1.08021	1.13385	1.16467	1.1802	1.17723	1.14582	1.07927	0.990214	0.892985	0.781333	0.657389	0.545862	0.451553	0.384554	0.330598	0.282087	0.240587	0.227186	0.238006	0.252394	0.259301	0.252884	0.239066	0.229651	0.258627	0.329569	0.434715	0.54468	0.649124	0.723984	0.743994	0.691172	0.570846	0.405382	0.219535	0.0194747	-0.169618	-0.330893	-0.426742	-0.435189	-0.360208	-0.221403	-0.0514791	0.110894	0.248673	0.351549	0.410403	0.43987	0.438	0.414468	0.375991	0.315816	0.240924	0.155769	0.0587925	-0.050884	-0.15973	-0.267071	-0.382068	-0.48842	-0.583489	-0.677153	-0.760168	-0.82555	-0.871953	-0.89948	-0.905309	-0.876617	-0.820119	-0.759415	-0.69812	-0.639554	-0.608346	-0.624435	-0.69062	-0.79142	-0.887392	-0.940098	-0.936432	-0.871225	-0.737551	-0.546266	-0.324004	-0.0919259	0.127293	0.291397	0.355702	0.308094	0.175186	
0.142104	0.285898	0.420972	0.551448	0.679354	0.797383	0.902699	1.00244	1.09236	1.16308	1.22474	1.27421	1.30473	1.30709	1.28719	1.24653	1.17555	1.07685	0.963606	0.856751	0.742477	0.630374	0.534866	0.463108	0.414943	0.37902	0.342041	0.312983	0.307032	0.324658	0.339828	0.348513	0.341513	0.329183	0.323557	0.357195	0.434715	0.541363	0.654184	0.75682	0.828819	0.843845	0.783087	0.658449	0.487635	0.297823	0.0952932	-0.0974141	-0.259727	-0.354315	-0.364869	-0.292409	-0.160187	-0.00561858	0.139228	0.255141	0.330108	0.363646	0.368857	0.342067	0.2927	0.227067	0.14563	0.054358	-0.0442761	-0.145887	-0.252416	-0.356318	-0.456378	-0.557832	-0.647166	-0.725571	-0.799251	-0.855815	-0.889072	-0.898494	-0.885616	-0.849874	-0.783149	-0.698465	-0.621396	-0.554522	-0.501174	-0.484287	-0.519673	-0.60655	-0.72687	-0.840515	-0.910781	-0.92479	-0.874273	-0.749828	-0.562761	-0.341305	-0.108455	0.111245	0.275462	0.341495	0.298186	0.170526	
0.16856	0.343873	0.504023	0.654306	0.802019	0.932371	1.04694	1.15195	1.2424	1.31182	1.36159	1.39247	1.3958	1.36643	1.31367	1.24193	1.14604	1.03156	0.91755	0.816505	0.718777	0.625166	0.554788	0.50337	0.475351	0.451123	0.42511	0.402923	0.405051	0.425007	0.441646	0.448987	0.441201	0.429373	0.42559	0.465218	0.54468	0.654184	0.764303	0.863964	0.929817	0.934385	0.86549	0.730504	0.553397	0.357376	0.147833	-0.0497557	-0.216363	-0.316046	-0.331394	-0.268118	-0.151697	-0.0146386	0.107061	0.198079	0.248565	0.256395	0.235795	0.183483	0.114254	0.0359851	-0.0551532	-0.150985	-0.246693	-0.344572	-0.445884	-0.537266	-0.622182	-0.708493	-0.779035	-0.833583	-0.877559	-0.898887	-0.892989	-0.861712	-0.810472	-0.741773	-0.651279	-0.555968	-0.479878	-0.421714	-0.383415	-0.385644	-0.440491	-0.544915	-0.679861	-0.806194	-0.890261	-0.919648	-0.882439	-0.766343	-0.582918	-0.361827	-0.127976	0.0920414	0.256087	0.324052	0.285937	0.164722	
0.176317	0.355018	0.524386	0.685028	0.840088	0.97785	1.09789	1.2078	1.29381	1.35002	1.38559	1.39327	1.37251	1.31876	1.24634	1.16321	1.06251	0.955564	0.857761	0.778846	0.703939	0.635743	0.587815	0.557783	0.543039	0.530271	0.508918	0.494922	0.50088	0.524287	0.539557	0.545574	0.536309	0.523414	0.523313	0.565604	0.649124	0.75682	0.863964	0.957331	1.01225	1.00481	0.920559	0.772977	0.584538	0.376494	0.156594	-0.0507835	-0.227181	-0.332653	-0.357058	-0.306069	-0.204	-0.0883839	0.00953166	0.0764473	0.101785	0.0890732	0.0512418	-0.0119438	-0.0859058	-0.168967	-0.260038	-0.351212	-0.441899	-0.530305	-0.616409	-0.692751	-0.762737	-0.826264	-0.866683	-0.888859	-0.896416	-0.877318	-0.831779	-0.766096	-0.688695	-0.602886	-0.506063	-0.416633	-0.354252	-0.312558	-0.292465	-0.313041	-0.383728	-0.500608	-0.644825	-0.779405	-0.874552	-0.918054	-0.893616	-0.78569	-0.605897	-0.385143	-0.150384	0.0695136	0.232919	0.302973	0.271015	0.157588	
0.169332	0.343545	0.503424	0.655535	0.807588	0.938772	1.04955	1.14663	1.21658	1.25476	1.27091	1.2601	1.22112	1.16004	1.0868	1.01215	0.927936	0.843843	0.776357	0.725756	0.677841	0.634371	0.608727	0.595669	0.593929	0.587522	0.572566	0.563346	0.575457	0.599541	0.614218	0.61763	0.605932	0.592615	0.593923	0.640144	0.723984	0.828819	0.929817	1.01225	1.05435	1.02775	0.926201	0.760861	0.557219	0.334238	0.100765	-0.120354	-0.305508	-0.419701	-0.453358	-0.411669	-0.325039	-0.226535	-0.146063	-0.0952066	-0.0842576	-0.106848	-0.149506	-0.216301	-0.291746	-0.371481	-0.455909	-0.538099	-0.615674	-0.690501	-0.761745	-0.81609	-0.858046	-0.889317	-0.894226	-0.878838	-0.847324	-0.791968	-0.717444	-0.632051	-0.545172	-0.458855	-0.37041	-0.297817	-0.254995	-0.231089	-0.227431	-0.262462	-0.34395	-0.468062	-0.616844	-0.756277	-0.860852	-0.918015	-0.906368	-0.80689	-0.631115	-0.410988	-0.175686	0.0434129	0.205558	0.277826	0.25306	0.148913	
0.151492	0.307284	0.454049	0.588312	0.715953	0.821466	0.905579	0.976861	1.01858	1.03147	1.02814	1.00326	0.961067	0.904337	0.847645	0.795937	0.738602	0.687654	0.653752	0.632835	0.611332	0.590174	0.58516	0.587135	0.595831	0.596231	0.585567	0.583706	0.600064	0.626058	0.638586	0.639152	0.624752	0.60974	0.613117	0.661247	0.743994	0.843845	0.934385	1.00481	1.02775	0.980733	0.857636	0.672681	0.453019	0.214663	-0.0328132	-0.262886	-0.455496	-0.572685	-0.607822	-0.571511	-0.49133	-0.40129	-0.330395	-0.288815	-0.284155	-0.307975	-0.353637	-0.41929	-0.48635	-0.557798	-0.631959	-0.700647	-0.762921	-0.817179	-0.859496	-0.881807	-0.89179	-0.885918	-0.851388	-0.801358	-0.740426	-0.662267	-0.574368	-0.485962	-0.405158	-0.330577	-0.258906	-0.207335	-0.183941	-0.174867	-0.18347	-0.228186	-0.315646	-0.442581	-0.592245	-0.734184	-0.847381	-0.91824	-0.919668	-0.829186	-0.658112	-0.439176	-0.203958	0.0134334	0.173571	0.248167	0.231693	0.138469	
0.127521	0.25336	0.365615	0.466963	0.562274	0.631468	0.679531	0.716859	0.727048	0.716467	0.702182	0.672735	0.634908	0.596939	0.56185	0.538342	0.510391	0.488744	0.486142	0.488553	0.486838	0.48523	0.494242	0.510164	0.525324	0.531552	0.525165	0.529896	0.551609	0.577598	0.588795	0.585238	0.569012	0.552009	0.559039	0.608017	0.691172	0.783087	0.86549	0.920559	0.926201	0.857636	0.714493	0.512259	0.279706	0.0278591	-0.226148	-0.463089	-0.654821	-0.766749	-0.79883	-0.757951	-0.676826	-0.590239	-0.523507	-0.483492	-0.481601	-0.506582	-0.547153	-0.603238	-0.660793	-0.721163	-0.778421	-0.824565	-0.85916	-0.883099	-0.892643	-0.879545	-0.853233	-0.811602	-0.747445	-0.676059	-0.599751	-0.514501	-0.429351	-0.351701	-0.28659	-0.229172	-0.176477	-0.144984	-0.137254	-0.138264	-0.154635	-0.204806	-0.294383	-0.420782	-0.568608	-0.711538	-0.833102	-0.917867	-0.932704	-0.851916	-0.686471	-0.469557	-0.23533	-0.020772	0.136523	0.213565	0.206531	0.126008	
